Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1300379,7/22/15,12/30/15,21413545,2141354500,21413545,100,1236,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300379,SRX554184,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621470,SAMN02740583,simple,3052,Chlamydomonas,MMETSP1180,,,,,,,no,,,,,NCGR,SRA167331,,public,38AEBDFB309A7AFBAF46C2BBAF051D0B,136E86081242D3A63002B00C0D55EC24
SRR1300380,7/22/15,12/31/15,18581636,1858163600,18581636,100,1105,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300380,SRX554185,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621471,SAMN02740577,simple,33656,Phaeocystis,MMETSP1162,,,,,,,no,,,,,NCGR,SRA167331,,public,5F75357EB15828B68BBD02647AC3602B,A8F0DA2CAE7CB941033D46D74F55B6E0
SRR1300381,7/22/15,12/16/15,22282799,2228279900,22282799,100,1339,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300381,SRX554186,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621472,SAMN02740054,simple,1034831,Rhizochromulina marina,MMETSP1173,,,,,,,no,,,,,NCGR,SRA167331,,public,FE81F0081EEFA2BA1904AEFA798E54C3,3F933902408455C3D141F245790F5F73
SRR1300382,7/22/15,12/16/15,19360814,1936081400,19360814,100,1101,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300382,SRX554187,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621474,SAMN02740582,simple,265551,Synedropsis cf. recta,MMETSP1176,,,,,,,no,,,,,NCGR,SRA167331,,public,0E57EB4C322643297A58AFE28BB0FD8F,A11587158C0268B21321119847033308
SRR1300383,7/22/15,12/16/15,22416939,2241693900,22416939,100,1241,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300383,SRX554188,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621473,SAMN02740124,simple,2985,Ochromonas,MMETSP1177,,,,,,,no,,,,,NCGR,SRA167331,,public,FB0F92269E7F1D40F43053184D3D2249,1D107479D024CD102F95713885A89468
SRR1300384,7/22/15,12/16/15,22874070,2287407000,22874070,100,1356,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300384,SRX554189,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621475,SAMN02740130,simple,100272,uncultured eukaryote,MMETSP1178,,,,,,,no,,,,,NCGR,SRA167331,,public,727059E70B2B0ECEE8370A67CD1884F3,E6580D6B86692F16304E3633849C467D
SRR1300385,7/22/15,12/16/15,12910956,1291095600,12910956,100,744,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300385,SRX554190,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621476,SAMN02740262,simple,1411660,Chrysocystis fragilis,MMETSP1165,,,,,,,no,,,,,NCGR,SRA167331,,public,C5CA79C7A55A60EB76640BD1108DC590,8BDA4FF7B16A8572ABD3C9059152FC98
SRR1300387,7/22/15,12/16/15,25408681,2540868100,25408681,100,1491,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300387,SRX554192,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621477,SAMN02740143,simple,708627,Timspurckia oligopyrenoides,MMETSP1172,,,,,,,no,,,,,NCGR,SRA167331,,public,50F9626358C74097F84C7365D5C6D598,ED59C231DE40824E6749118EABC348BE
SRR1300388,7/22/15,12/16/15,25229035,2522903500,25229035,100,1523,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300388,SRX554193,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621478,SAMN02740578,simple,1104430,Chrysoreinhardia,MMETSP1164,,,,,,,no,,,,,NCGR,SRA167331,,public,42F8731C80346D39F0BB67E1B3910E96,A5B5DA388CE852096AC4DDCC8273ACDA
SRR1300389,7/22/15,12/16/15,21857694,2185769400,21857694,100,1341,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300389,SRX554194,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621479,SAMN02740232,simple,249344,Picochlorum,MMETSP1330,,,,,,,no,,,,,NCGR,SRA167331,,public,E02DEA2F49834ED36FE9B297F6AD505E,3BA40E3CB86062A93FEABE9CC47F70C9
SRR1300390,7/22/15,12/16/15,42318868,4231886800,42318868,100,2498,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300390,SRX554195,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621480,SAMN02740037,simple,29205,Cyclotella meneghiniana,MMETSP1057,,,,,,,no,,,,,NCGR,SRA167331,,public,DD6D8DDED3BB8F9328F647DDD26E3629,0ADA447070B90C4E95C76314729C33E9
SRR1300391,7/22/15,12/16/15,33117596,3311759600,33117596,100,1980,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300391,SRX554196,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621481,SAMN02739973,simple,83371,Detonula confervacea,MMETSP1058,,,,,,,no,,,,,NCGR,SRA167331,,public,3F89649F6D5F193B64CC2AB1E8444C9F,9C5DC53280D56F57484E7EA26BA440AF
SRR1300392,7/22/15,12/16/15,35892470,3589247000,35892470,100,2144,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300392,SRX554197,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621482,SAMN02740323,simple,35127,Thalassiosira,MMETSP1059,,,,,,,no,,,,,NCGR,SRA167331,,public,DF52004A04BE7553FEF2A185E3C83F0A,3278E5DDD7F16DA65644646CFCA14898
SRR1300393,7/22/15,12/16/15,37990778,3799077800,37990778,100,2288,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300393,SRX554198,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621483,SAMN02740343,simple,37318,Pseudo-nitzschia pungens,MMETSP1060,,,,,,,no,,,,,NCGR,SRA167331,,public,935F47180C3719908F03AAD98FE27FE3,E9708709E9AE7E4A5B20A0D78391C95C
SRR1300394,7/22/15,12/16/15,35141414,3514141400,35141414,100,2121,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300394,SRX554199,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621484,SAMN02740344,simple,37318,Pseudo-nitzschia pungens,MMETSP1061,,,,,,,no,,,,,NCGR,SRA167331,,public,07E86B313661192FC146FBB8F33ADB2A,5146EB5623F51DCAE9C51E7CFABA8020
SRR1300395,7/22/15,12/16/15,27329023,2732902300,27329023,100,1606,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300395,SRX554200,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621485,SAMN02740070,simple,202472,Aulacoseira subarctica,MMETSP1064,,,,,,,no,,,,,NCGR,SRA167331,,public,31BD5066391730A016C53CF7B1037731,CCABFC9483F4172E87A2BBAC588C3584
SRR1300396,7/22/15,12/16/15,33001017,3300101700,33001017,100,1944,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300396,SRX554201,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621486,SAMN02739958,simple,265537,Amphiprora paludosa,MMETSP1065,,,,,,,no,,,,,NCGR,SRA167331,,public,C9850275F7FF31C1BDD52AE3A19347B5,54F862D3D85EA1EC2A58F056C9BB037D
SRR1300397,7/22/15,12/16/15,33025211,3302521100,33025211,100,1944,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300397,SRX554202,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621488,SAMN02740212,simple,671091,Coscinodiscus wailesii,MMETSP1066,,,,,,,no,,,,,NCGR,SRA167331,,public,B020CA3A0D787C4FC8A4C191BC096298,2FD4526A269CD74193E08777E1375B30
SRR1300398,7/22/15,12/16/15,28215677,2821567700,28215677,100,1811,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300398,SRX554203,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621487,SAMN02740239,simple,265564,Thalassiosira punctigera,MMETSP1067,,,,,,,no,,,,,NCGR,SRA167331,,public,1E9724E52621F22480F98BEF7349F927,BBF7B70EE20324488E9D13B344A4AADD
SRR1300399,7/22/15,12/16/15,29733867,2973386700,29733867,100,1940,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300399,SRX554204,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621489,SAMN02740077,simple,35684,Pseudopedinella elastica,MMETSP1068,,,,,,,no,,,,,NCGR,SRA167331,,public,E6D7CF5BF5579F8CDCBC54E958AD523E,782B941E23966A10E3946BFAC410AF21
SRR1300400,7/22/15,12/16/15,28724013,2872401300,28724013,100,1763,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300400,SRX554205,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621490,SAMN02739984,simple,4773,Schizochytrium aggregatum,MMETSP0964,,,,,,,no,,,,,NCGR,SRA167331,,public,5C8A208682CE116C51A310C9BC0B1B97,A02E8E7EA6043FB9F994593E77136DF7
SRR1300401,7/22/15,12/16/15,28156802,2815680200,28156802,100,1650,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300401,SRX554206,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621491,SAMN02740280,simple,215587,Aplanochytrium stocchinoi,MMETSP1348,,,,,,,no,,,,,NCGR,SRA167331,,public,F21CEF8DBEBB309C1CF19AEF800C7F1C,A98F3FA59050439F286D688B234CCD01
SRR1300402,7/22/15,12/16/15,30209728,3020972800,30209728,100,1950,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300402,SRX554207,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621492,SAMN02740589,simple,464990,Hemiselmis tepida,MMETSP1355,,,,,,,no,,,,,NCGR,SRA167331,,public,B7FA6FA5BBD09491B7341EE8887E018D,A230F7F9718912AB3C7C82E17CF6CB59
SRR1300403,7/22/15,12/16/15,26307061,2630706100,26307061,100,1602,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300403,SRX554208,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621493,SAMN02740590,simple,77927,Hemiselmis virescens,MMETSP1356,,,,,,,no,,,,,NCGR,SRA167331,,public,8732732E7F6DAFD7E34CD6BB0F72416F,3C83790FBF69A46DA153B82BD984A0D0
SRR1300404,7/22/15,12/16/15,25587270,2558727000,25587270,100,1567,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300404,SRX554209,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621494,SAMN02740591,simple,77926,Hemiselmis rufescens,MMETSP1357,,,,,,,no,,,,,NCGR,SRA167331,,public,16D2409778E58CEC3EBE235DC291FF3D,513609E896684B57D1DD92D30EA5E05C
SRR1300405,7/22/15,12/16/15,23646734,2364673400,23646734,100,1347,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300405,SRX554210,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621495,SAMN02740592,simple,227086,Bigelowiella natans,MMETSP1358,,,,,,,no,,,,,NCGR,SRA167331,,public,B602A1215866C396CD45D13F35E2B328,A614473B6DC6C991C313CA0E3EC42010
SRR1300406,7/22/15,12/16/15,24263037,2426303700,24263037,100,1384,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300406,SRX554211,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621496,SAMN02740593,simple,552665,Bigelowiella longifila,MMETSP1359,,,,,,,no,,,,,NCGR,SRA167331,,public,8036DA69007ABD4171F748938E31BC1E,01E472A70243899DE1468D4E0996C2B2
SRR1300407,7/22/15,12/16/15,40559018,4055901800,40559018,100,2416,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300407,SRX554212,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621497,SAMN02740357,simple,267567,Skeletonema marinoi,MMETSP0918,,,,,,,no,,,,,NCGR,SRA167331,,public,13C8AB4C7E174307F6052BF36B865E95,2D8AC8B71B178E5BBD3C0E076D3502ED
SRR1300408,7/22/15,12/16/15,21512212,2151221200,21512212,100,1254,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300408,SRX554213,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621499,SAMN02740588,simple,265584,Stauroneis constricta,MMETSP1352,,,,,,,no,,,,,NCGR,SRA167331,,public,70AB289422D83201184AEF345C68C82D,3C48F86B1C9693105538F8A9CECC0906
SRR1300409,7/22/15,12/16/15,20317877,2031787700,20317877,100,1219,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300409,SRX554214,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621498,SAMN02740358,simple,267567,Skeletonema marinoi,MMETSP0920,,,,,,,no,,,,,NCGR,SRA167331,,public,A94E8A145D52B4DFE18A8D5C11D4B920,3D4BC0FCC616C9F8519A6DA7DA679210
SRR1300410,7/22/15,12/16/15,18495627,1849562700,18495627,100,1127,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300410,SRX554215,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621501,SAMN02739982,simple,4773,Schizochytrium aggregatum,MMETSP0962,,,,,,,no,,,,,NCGR,SRA167331,,public,8A0A4DB9D0F00651FBB5ADAC455070DB,B9E4FA578630C957B0DF838F4FCC2F9B
SRR1300411,7/22/15,12/16/15,18936041,1893604100,18936041,100,1098,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300411,SRX554216,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621500,SAMN02739983,simple,4773,Schizochytrium aggregatum,MMETSP0963,,,,,,,no,,,,,NCGR,SRA167331,,public,18608F8B61731B84A0D9870CA0E70B65,32A574DD780A0038DA750101D3FA3D07
SRR1300412,7/22/15,12/16/15,18808182,1880818200,18808182,100,1095,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300412,SRX554217,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621502,SAMN02739985,simple,4773,Schizochytrium aggregatum,MMETSP0965,,,,,,,no,,,,,NCGR,SRA167331,,public,168CFD17342D12087C6452449E844B31,C0D210C791D3402AAC37A080686D72C9
SRR1300413,7/22/15,12/16/15,10761790,1076179000,10761790,100,568,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300413,SRX554218,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621503,SAMN02740279,simple,215587,Aplanochytrium stocchinoi,MMETSP1347,,,,,,,no,,,,,NCGR,SRA167331,,public,572FA791FDFFDFFDB1D24EDBC4EB3C28,FC0B52B3D61559CF9F491E4996C8BA06
SRR1300414,7/22/15,12/16/15,21463006,2146300600,21463006,100,1138,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300414,SRX554219,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621504,SAMN02740281,simple,215587,Aplanochytrium stocchinoi,MMETSP1349,,,,,,,no,,,,,NCGR,SRA167331,,public,BAAC9B7E513BAED00FC81A7D1089D724,42CA3D8D592DD4D31901CF6B1FA2C54B
SRR1300415,7/22/15,12/16/15,17806006,1780600600,17806006,100,1083,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300415,SRX554220,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621505,SAMN02739976,simple,156173,Haptolina brevifila,MMETSP1094,,,,,,,no,,,,,NCGR,SRA167331,,public,0032CD0CC542E22A8453F0793CC0C49E,67A43DD4F2F65795B16D89289E6F4CC1
SRR1300416,7/22/15,12/16/15,25445474,2544547400,25445474,100,1503,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300416,SRX554221,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621506,SAMN02740021,simple,89044,Spumella elongata,MMETSP1098,,,,,,,no,,,,,NCGR,SRA167331,,public,D351CE3443807EA05486FFDEE0340737,15D1120DF4120856118F66B04123C2DD
SRR1300417,7/22/15,12/17/15,11182199,1118219900,11182199,100,665,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300417,SRX554222,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621508,SAMN02740550,simple,33652,Cafeteria,MMETSP1104,,,,,,,no,,,,,NCGR,SRA167331,,public,AC1F4358C7D5260800ADC1AB03C3EBCF,98FA6E616E94CD869B74F7805B53361F
SRR1300418,7/22/15,12/17/15,18694275,1869427500,18694275,100,1047,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300418,SRX554223,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621507,SAMN02740551,simple,36770,Paraphysomonas vestita,MMETSP1107,,,,,,,no,,,,,NCGR,SRA167331,,public,0BD47763D0E3B34D74DFC5B6C09BA16E,E427DFC4C8619AB807CDB1F724B7B0A3
SRR1300419,7/22/15,12/17/15,18960925,1896092500,18960925,100,1174,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300419,SRX554224,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621509,SAMN02740552,simple,312471,Neobodo designis,MMETSP1114,,,,,,,no,,,,,NCGR,SRA167331,,public,417017B63FFA807849E4EFA69FD8D2FB,7006E35889DC5C10CD49C196E7735924
SRR1300420,7/22/15,12/17/15,24861010,2486101000,24861010,100,1558,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300420,SRX554225,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621510,SAMN02740549,simple,38832,Micromonas,MMETSP1082,,,,,,,no,,,,,NCGR,SRA167331,,public,7FC7DA784134EB66424FA000174601CD,1C9A9FC96A15F81280B2CBEC99719BE6
SRR1300421,7/22/15,12/17/15,29101459,2910145900,29101459,100,1835,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300421,SRX554226,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621511,SAMN02740138,simple,38832,Micromonas,MMETSP1084,,,,,,,no,,,,,NCGR,SRA167331,,public,0804D4E28E0FA0BCC4F5D0B0209D3EB1,A82C3FA33FD0C9AAB7D78F73BAD4BBEF
SRR1300422,7/22/15,12/17/15,18277138,1827713800,18277138,100,1120,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300422,SRX554227,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621512,SAMN02740170,simple,41879,Pycnococcus,MMETSP1085,,,,,,,no,,,,,NCGR,SRA167331,,public,C8AFF3E3118E2D9D5C22B8791CBF6A71,654C28F6049C335A5F4EA69FCC9420D6
SRR1300423,7/22/15,12/17/15,22151133,2215113300,22151133,100,1380,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300423,SRX554228,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621513,SAMN02740052,simple,37098,Isochrysis,MMETSP1090,,,,,,,no,,,,,NCGR,SRA167331,,public,18404D8E4F287771FBE08AEDE5CF4079,6B4C99FAF5D3611378646B3DF1CED825
SRR1300424,7/22/15,12/17/15,27334446,2733444600,27334446,100,1739,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300424,SRX554229,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621514,SAMN02740594,simple,38817,Gephyrocapsa oceanica,MMETSP1363,,,,,,,no,,,,,NCGR,SRA167331,,public,5ECBEA19F201859FCA81937A7069F9D1,147C32CD89F1CE81C11D6140E7221A89
SRR1300425,7/22/15,12/17/15,26409427,2640942700,26409427,100,1678,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300425,SRX554230,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621515,SAMN02740595,simple,38817,Gephyrocapsa oceanica,MMETSP1364,,,,,,,no,,,,,NCGR,SRA167331,,public,E6FE6BF1701BD0ECB03852FA165EAFAA,AF838538E00AC865EDBB4555FA757723
SRR1300426,7/22/15,12/17/15,25139297,2513929700,25139297,100,1599,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300426,SRX554231,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621516,SAMN02740596,simple,38817,Gephyrocapsa oceanica,MMETSP1365,,,,,,,no,,,,,NCGR,SRA167331,,public,7B18B59D8964659C7CA16A98EA6E7801,629EE333C1FB326E12BEBAAC3C426AA1
SRR1300427,7/22/15,12/17/15,30370576,3037057600,30370576,100,1935,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300427,SRX554232,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621517,SAMN02740597,simple,38817,Gephyrocapsa oceanica,MMETSP1366,,,,,,,no,,,,,NCGR,SRA167331,,public,58EB9358C6DFDE907462ABE0402F2EBF,451C1609E8A68F5ED707718F73A6C3CF
SRR1300428,7/22/15,12/17/15,24159479,2415947900,24159479,100,1425,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300428,SRX554233,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621518,SAMN02739977,simple,1486889,Polyblepharides amylifera,MMETSP1081,,,,,,,no,,,,,NCGR,SRA167331,,public,9E0F66AF3BE901A9EB8B9162DA96B74D,FA3965061210BCDF8213A62E3B0E72C6
SRR1300429,7/22/15,12/17/15,24129872,2412987200,24129872,100,1459,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300429,SRX554234,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621519,SAMN02740057,simple,1073,Rhodopseudomonas,MMETSP1091,,,,,,,no,,,,,NCGR,SRA167331,,public,FEAFA6526EBCDB7029797FD31970F323,70294D57B6D5AD2B269ED0AB49426E41
SRR1300430,7/22/15,12/17/15,24730729,2473072900,24730729,100,1492,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300430,SRX554235,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621520,SAMN02740598,simple,2950,Symbiodinium sp.,MMETSP1367,,,,,,,no,,,,,NCGR,SRA167331,,public,8B30BE07C4461B21294CC3286492DA3A,9326D358E27896AD73681BAB51722122
